"GEOID","NHPD Property ID","PropertyStatus","Property Name","Property Address","City","State","Zip","Active Subsidies","TargetTenantType","Occupancy Rate","0-1 BedroomUnits","TwoBedroomUnits","ThreePlusBedroomUnits","Percent of ELI Households","HUD Property ID","FairMarketRent_2BR","Owner Type","EarliestStartDate","Total Units","Section 8 Housing Units","Supportive Housing Elderly","FHA Loan Units","FHA Loan Sub_Program Units","Low Income Housing Tax Credit","Low Income Housing Tax Credit sub-program","HOME Grants","Rural Rental Housing"
13121010400,1038455,Active,GENESIS GARDENS,"9100 Cascade Palmetto Hwy",Palmetto,GA,"30268-8601",2,,,,38,50,,,890,Multiple,"1/1/1998",118,,,,,118,,118,
13121010400,1121024,Active,PINE GROVE APARTMENTS,"600 Carlton Rd",Palmetto,GA,"30268-1068",1,Family,,12,18,,,,890,Limited Profit,"12/17/1987",30,,,,,,,,
13121010400,1039328,Active,PALMETTO HA,"201 Beckman St",Palmetto,GA,"30268",1,,100,,,,85,,890,Public Entity,"6/30/1960",20,,,,,,,,
13121010400,1039398,Active,FULTON 1999 ACQ TAPESTRY II,"7825 Hobgood Rd",Fairburn,GA,"30213",3,,,,,,,,890,,"2/9/2011",4,,,,,,,1,
13121010510,1037834,Active,CC/GARDEN TERRACE,"7505 Lester Rd",Union City,GA,"30291-2355",2,Elderly,98,20,0,0,70,800004767,1106,Non-Profit,"11/1/2005",20,20,,20,,,,,
13121010510,1037945,Active,CC ESTATES/ MILLER MANOR,"7601 Lester Rd",Union City,GA,"30291-2385",2,Elderly,94,76,0,0,78,800004685,1106,Non-Profit,"11/1/2005",76,76,,76,,,,,
13121010510,1038570,Active,ORCHARD SPRINGS,"5500 Oakley Industrial Blvd",Fairburn,GA,"30213-6025",1,,,50,118,52,,,1106,For Profit,"1/1/2003",130,,,,,218,,,
13121010511,1038004,Active,HICKORY PARK APARTMENTS,"4900 Delano Rd",Atlanta,GA,"30349-2640",3,Family,93,16,110,24,91,800004794,1030,Multiple,"1/1/2002",150,142,,150,,150,,,
13121010512,1038316,Active,MAPLEWOOD PARK,"6355 Oakley Rd",Union City,GA,"30291-1547",1,,,,,,,,950,For Profit,"1/1/1995",80,,,,,110,,,
13121010512,1038414,Active,UNION CITY HA,"4859 Jonesboro Rd",Union City,GA,"30291-1979",1,,100,,,,63,,950,Public Entity,"10/31/1960",16,,,,,,,,
13121010513,1037819,Active,SOUTH FULTON HOMES INC,"5074 Dixie Lake Rd",Union City,GA,"30291-1366",1,Disabled,,12,,,,800004950,950,Non-Profit,"12/1/2018",12,12,,,,,,,
13121010513,1039317,Active,FAIRBURN HA,"112 Pine St NE",Fairburn,GA,"30213",1,,100,,,,75,,950,Public Entity,"8/31/1960",24,,,,,,,,
13121010514,1104644,Active,MANOR AT BROAD STREET,"155 W Broad St",Fairburn,GA,"30213-1333",2,,,0,0,0,,,1000,,"1/1/2015",88,,,,,88,0,,
13121010515,1037881,Active,CC/SPARKS MANOR,"7290 Lester Rd",Union City,GA,"30291-2377",2,Elderly,96,85,0,0,67,800004683,1250,Non-Profit,"1/1/2006",85,85,,85,,,,,
13121010515,1037921,Active,CC/LARRY MOORE MANOR,"7340 Lester Rd",Union City,GA,"30291-2390",2,Elderly,98,110,0,0,63,800004684,1250,Non-Profit,"1/1/2006",110,110,,110,,,,,
13121010601,1038686,Active,COLLEGE VIEW HILLS,"1984 Princeton Ave",College Park,GA,"30337",1,,96,,,,82,,940,Public Entity,"2/28/1972",258,,,,,,,,
13121010603,1038517,Active,VILLAGE OF COLLEGE PARK,"4060 Herschel Rd",College Park,GA,"30337-4536",1,,,16,51,16,,,940,For Profit,"1/1/2001",104,,,,,83,,,
13121011000,1038782,Active,NORMAN BERRY VILLAGE SENIOR RESIDENCES,"2840 Norman Berry Dr",East Point,GA,"30344-3523",1,,,48,71,,,,1080,For Profit,"1/1/2006",119,,,,,93,,,
13121011000,1038034,Active,NORMAN BERRY VILLAGE SENIOR RESIDENCES,"2834 Norman Berry Dr",East Point,GA,"30344",1,,,,,,,,1080,,"5/24/2007",93,,,,,,,93,
13121011000,1039179,Active,MARTEL HOMES,"1022 Calhoun Ave",East Point,GA,"30344-4304",1,,91,,,,71,,1080,Public Entity,"4/30/1965",146,,,,,,,,
13121011000,1039177,Active,OJ HURD,"1344 Holcomb Ave",East Point,GA,"30344",1,,97,,,,58,,1080,Public Entity,"5/31/1972",34,,,,,,,,
13121011100,1038776,Active,GATEWAY EAST POINT,"1311 Cleveland Ave",East Point,GA,"30344-3400",2,Elderly,,,,,,800233360,1080,For Profit,"1/1/2012",101,,,101,,101,,,
13121011201,1038234,Active,MARIETTA-COBB WINTER SHELTER,"1888 Connally Dr",East Point,GA,"30344-1210",1,,,0,0,0,,,1080,,"1/1/1993",1,,,,,1,0,,
13121011201,1038778,Active,HIDDEN COVE,"1900 Stanton Delowe Connector",East Point,GA,"30344-1274",1,,,,,,,,1080,,"1/1/1999",164,,,,,,,,
13121011201,1106765,Active,DELOWE VILLAGE APARTMENTS,"2360 Delowe Dr",East Point,GA,"30344",2,,,,,,,,1080,,"1/1/2000",64,,,,,,,64,
13121011201,1038780,Active,VILLAGE HIGHLANDS APARTMENTS,"1932 Stanton Rd",East Point,GA,"30344-1329",1,,,,,,,,1080,For Profit,"1/1/2005",258,,,,,258,,,
13121011301,1038341,Active,DELOWE PLACE COOPERATIVE,"2327 Delowe Dr",East Point,GA,"30344-2100",1,,,61,23,,,,1080,Non-Profit,"1/1/1996",85,,,,,84,,,
13121011303,1038522,Active,BETHEL HEIGHTS,"1034 Washington Rd",Atlanta,GA,"30344",1,,,,,,,,1080,For Profit,"1/1/1991",10,,,,,10,,,
13121011305,1038355,Active,NU DIMENSIONS APARTMENTS,"3200 Lakeview Pl",Atlanta,GA,"30337-3871",1,,,154,172,,,,1080,For Profit,"1/1/1996",326,,,,,293,,,
13121011305,1038397,Active,REGENCY PARK/COLONY 2000,"3200 Desert Dr",East Point,GA,"30344-8022",1,,,371,279,150,,,1080,For Profit,"1/1/1997",800,,,,,202,,,
13121011305,1037984,Active,ROBBINS CRESTE APARTMENTS,"3255 Chestnut Dr",East Point,GA,"30344-7031",1,,,,,,,,1080,For Profit,"1/1/2004",160,,,,,,,,
13121011305,1037982,Active,EAGLES CRESTE APARTMENTS,"4135 Washington Rd",East Point,GA,"30344",1,,,74,178,32,,,1080,For Profit,"1/1/2005",284,,,,,281,,,
13121011305,1038784,Active,LEYLAND POINTE APARTMENTS FKA LAUREL RIDGE,"2900 Laurel Ridge Way",East Point,GA,"30344-6209",2,,,0,0,0,,,1080,For Profit,"1/1/2006",276,,,,,0,276,,
13121011306,1038014,Active,COVE AT RED OAK,"4500 Washington Rd",Atlanta,GA,"30344",1,Family,,16,72,56,,,1030,Non-Profit,"1/1/2006",144,,,,,142,,,
13121011405,1039219,Active,PELFREY PINES                                     ,"199 Grove Way",Roswell,GA,"30075-6500",1,,91,49,29,17,86,800242652,1240,Non-Profit,"11/1/2015",95,95,,,,,,,
13121011405,1002394,Active,THE VERANDA AT GROVEWAY,"739 Myrtle St",Roswell,GA,"30075-4521",3,Family & Elderly,,6,2,0,,800241874,1240,Profit Motivated,"5/1/2016",102,8,,102,,0,,,
13121011405,1039496,Active,HOUSING INITIATIVE OF NORTH FULTON,"107 Millbrook Cir",Roswell,GA,"30075",1,,,,,,,,1240,,"10/6/2005",2,,,,,,,2,
13121011405,1039498,Active,HIONF - 109 MILLBROOK CIRCLE,"109 Millbrook Cir",Roswell,GA,"30075",1,,,,,,,,1240,,"12/22/2005",2,,,,,,,2,
13121011405,1039500,Active,HOUSING INITIATIVES OF NORTH FULTON,"113 Millbrook Cir",Roswell,GA,"30075",1,,,,,,,,1240,,"10/18/2005",2,,,,,,,2,
13121011405,1039502,Active,,"160 Millbrook Cir",Roswell,GA,"30075",1,,,,,,,,1240,,"3/6/2013",2,,,,,,,2,
13121011405,1039494,Active,FUL 96/98 ACQ-101 MILLBROOK CIRCLE-HINF,"101 Millbrook Cir",Roswell,GA,"30075",1,,,,,,,,1240,,"10/18/2005",2,,,,,,,2,
13121011405,1039504,Active,,"195 Opal Dr",Roswell,GA,"30075",1,,,,,,,,1240,,"5/5/2011",3,,,,,,,3,
13121011416,1038101,Active,NORTH METRO GROUP HOMES ASSN INC                  ,"805 E Hembree Xing",Roswell,GA,"30076-1106",2,Disabled,,5,,,,800004880,1280,Non-profit,"10/22/1993",6,5,5,,,,,,
13121011420,1038942,Active,PARK RIDGE APARTMENTS,"1000 Holcomb Bridge Rd",Roswell,GA,"30076-1956",1,,,,,,,,1280,For Profit,"1/1/2005",508,,,,,,,,
13121011421,1039506,Active,ROSWELL 98 ACQ RENTAL,"265 Roswell Commons Cir",Roswell,GA,"30076",1,,,,,,,,1280,,"11/3/2006",1,,,,,,,1,
13121011610,1038325,Active,SADDLE CREEK APARTMENTS,"1465 Mid Broadwell Rd",Alpharetta,GA,"30004-1191",3,Family,,20,59,20,,800238639,1350,For Profit,"1/1/1995",100,,,100,,99,99,,
13121011611,1023238,Active,SOUTH METRO HOMES INC,"1200 Old Ellis Rd",Roswell,GA,"30076-3850",3,Disabled,,12,0,0,,800004934,1380,Non-Profit,"7/28/1982",15,10,10,,,,,,
13121011611,1023224,Active,DOGWOOD SQUARE,"555 Janis Ln",Alpharetta,GA,"30009-7900",2,Elderly,100,100,0,0,76,800004707,1380,Non-Profit,"8/26/1988",100,100,100,,,,,,
13121011626,1038877,Active,HERITAGE AT JOHNS CREEK WALK,"11340 Medlock Bridge Rd",Johns Creek,GA,"30097-2031",3,Family,,19,71,0,,800234980,1400,,"1/1/2012",90,,,90,,,90,,
13121011800,1127388,Active,,"630 Cameron M Alexander Blvd NW",Atlanta,GA,"30318-8546",1,,,,,,,,1130,,"11/19/2015",8,,,,,,,8,
13121011900,1038055,Active,PHILIPS TOWERS DECATUR INC,"218 Trinity Ave SW",Atlanta,GA,"30303",1,Elderly,99,136,,,69,800004907,1290,Non-Profit,"11/1/1971",225,136,,,,,,,
13121011900,1038243,Active,O'HERN HOUSE - PROJECT PEOPLES PLACE,"16 Wm Holmes Borders Dr SE",Atlanta,GA,"30312-1726",3,,,,,,,,1290,Non-Profit,"1/1/1993",76,,,,,76,76,76,
13121011900,1038553,Active,EDGEWOOD CENTER,"187 Edgewood Ave SE",Atlanta,GA,"30303-3000",1,,,,,,,,1290,Non-Profit,"1/1/1994",46,,,,,46,,,
13121011900,1038476,Active,BELVEDERE POINTE,"2825 BELVEDERE LN",ATLANTA,GA,,1,,,,,,,,1290,,"1/1/1995",24,,,,,24,,,
13121011900,1038417,Active,FAIRLIE POPLAR APARTMENTS,"87 Poplar St NW",Atlanta,GA,"30303-2122",1,,,9,2,4,,,1290,For Profit,"1/1/1998",15,,,,,3,,,
13121011900,1038419,Active,FREEMAN FORD LOFTS,"75 John Wesley Dobbs Ave NE",Atlanta,GA,"30303-2443",1,,,4,23,,,,1290,For Profit,"1/1/1998",27,,,,,6,,,
13121011900,1038447,Active,WILLIAM OLIVER BUILDING,"32 Peachtree St NW",Atlanta,GA,"30303-2317",1,,,62,52,,,,1290,For Profit,"1/1/1998",114,,,,,23,,,
13121011900,1038593,Active,THE AUBURN GLENN APARTMENTS,"49 Boulevard SE",Atlanta,GA,"30312-1858",1,,,,,,,,1290,For Profit,"1/1/2004",271,,,,,271,,,
13121011900,1038528,Active,VERANDA AT AUBURN POINT,"115 Hilliard St SE",Atlanta,GA,"30312-7001",5,Elderly,100,0,0,0,95,800223622,1290,Multiple,"1/1/2008",124,,,124,,124,98,,
13121011900,1038581,Active,VERANDA AT AUBURN POINTE III,"315 Tanner St SE",Atlanta,GA,"30312-1739",2,Elderly,,,,,,800233006,1290,For Profit,"1/1/2011",102,,,102,,102,,,
13121011900,1039551,Active,ASHLEY AUBURN POINTE II,"100 Bell St SE",Atlanta,GA,"30312",3,Family,100,54,82,14,67,800235326,1290,Public Entity,"1/1/2013",150,,,150,,150,,,
13121011900,1127384,Active,,"133 Peachtree St NE",Atlanta,GA,"30303-1804",1,,,,,,,,1290,,"10/20/2016",40,,,,,,,40,
13121011900,1039100,Active,ASHLEY AUBURN POINTE I (GRADY III),"322 Decatur St SE",Atlanta,GA,"30312",1,,96,,,,69,,1290,Public Entity,"12/31/2010",54,,,,,,,,
13121011900,1039230,Active,URFA MULTI-FAMILY RENTAL HOUSING,"86 Pryor St SW",Atlanta,GA,"30303",1,,,,,,,,1290,,"6/2/2010",192,,,,,,,25,
13121011900,1039224,Active,RECONCILIATION ADJUSTMENT,"68 Mitchell St SW",Atlanta,GA,"30303",1,,,,,,,,1290,,"12/31/2010",1,,,,,,,1,
13121012000,1038574,Active,CITY VIEW AT ROSA BURNEY PARK,"259 Richardson St SW",Atlanta,GA,"30312-2639",2,Family,,97,7,50,,800004782,980,Multiple,"1/1/1976",180,154,,,,180,,,
13121012000,1037910,Active,CAPITOL TOWERS,"830 Crew St SW",Atlanta,GA,"30315-1560",3,Elderly,99,39,0,0,90,800004661,980,Profit Motivated,"3/1/1984",39,39,,39,39,,,,
13121012000,1037918,Active,CAPITOL AVENUE SCHOOL,"811 Hank Aaron Dr SW",Atlanta,GA,"30315-1549",3,Elderly,93,46,2,0,91,800004660,980,Profit Motivated,"4/1/1981",48,48,,48,48,,,,
13121012000,1038198,Active,WASHINGTON HEIGHTS,"954 Washington St SW",Atlanta,GA,"30315-1618",1,,,,,,,,980,For Profit,"1/1/1991",10,,,,,10,,,
13121012000,1038190,Active,PATTERSON HEIGHTS,"876 Washington St SW",Atlanta,GA,"30315-1521",1,,,,,,,,980,For Profit,"1/1/1991",10,,,,,10,,,
13121012000,1038399,Active,ROSA BURNEY MANOR,"582 Cooper St SW",Atlanta,GA,"30312-2652",1,,,,,,,,980,For Profit,"1/1/1997",54,,,,,54,,,
13121012000,1038607,Active,SQUARE AT PEOPLESTOWN,"875 Hank Aaron Dr SW",Atlanta,GA,"30315-1522",1,,,,,,,,980,For Profit,"1/1/1999",94,,,,,94,,,
13121012000,1038233,Active,WELCOME HOUSE SRO,"234 Memorial Dr SW",Atlanta,GA,"30303-3725",1,,,,,,,,980,Non-Profit,"1/1/1992",209,,,,,210,,,
13121012000,1127392,Active,,"924 Washington St SW",Atlanta,GA,"30315-1602",2,,,,,,,,980,,"6/2/2016",10,,,,,,,1,
13121012300,1038689,Active,PRINCETON COURT SENIOR RES,"3633 Howard Dr",College Park,GA,"30337-2939",1,,,23,93,,,,940,For Profit,"1/1/2005",116,,,,,68,,,
13121012300,1039280,Active,FULTON 1997 & 1998 TAPESTRY,"1774 Hawthorne Ave",College Park,GA,"30337",1,,,,,,,,940,,"5/20/2011",1,,,,,,,1,
13135050103,1038775,Active,HUNTINGTON COURT SENIOR RESIDENCES,SOUTH LEE ST,BUFORD,GA,"30518",1,,,,,,,,1130,,"8/9/2006",5,,,,,,,5,
13135050105,1039197,Active,ROLLING ACRES,"209 E Park St",Buford,GA,"30518-3091",1,,98,,,,68,,1130,Public Entity,"4/30/1953",186,,,,,,,,
13135050106,1037979,Active,HUNTINGTON COURT SENIOR RES,"4115 S Lee St",Buford,GA,"30518-3649",1,,,,,,,,1130,Multiple,"1/1/2005",152,,,,,152,,,
13135050106,1121584,Active,WINDRIDGE APARTMENTS C/ THE MORROW CO,"2000 Windridge Dr",Buford,GA,"30518-3686",1,Family,,16,32,,,,1130,Limited Profit,"8/1/1985",48,,,,,,,,
13135050109,1106316,Active,PLANTATION RIDGE,"1022 Level Creek Rd",Sugar Hill,GA,"30518-7829",1,,,40,100,78,,,1130,,"1/1/1998",218,,,,,130,,,
13135050210,1037798,Active,ANNANDALE APARTMENTS INC,"3500 Annandale Ln",Suwanee,GA,"30024-2150",2,Elderly,,12,,,,800004599,1590,Non-profit,"1/7/1981",12,12,12,,,,,,
13135050216,1038511,Active,PALISADES CLUB APARTMENTS,"2255 Satellite Blvd",Duluth,GA,"30097-6221",1,,,96,104,68,,,1440,Multiple,"1/1/2000",268,,,,,194,,,
13135050218,1127407,Active,,"3277 Delma Ct",Duluth,GA,"30096-3565",1,,,,,,,,1280,,"5/17/2016",2,,,,,,,2,
13135050311,1127429,Active,,"5230 Reps Trce",Norcross,GA,"30071-1455",1,,,,,,,,1020,,"2/26/2018",1,,,,,,,1,
13135050313,1038115,Active,BRADFORD GWINNETT APARTMENTS (BEAVER RUIN),"100 Castor Dr",Norcross,GA,"30071-3708",2,Family,,40,94,60,,800004648,1020,Multiple,"4/19/2001",196,95,,,,194,,,
13135050313,1037912,Active,BRADFORD GWINNETT APARTMENTS (BEAVER RUIN),"100A Castor Dr",Norcross,GA,"30071",1,Family,91,20,47,28,80,800004648,1020,Profit Motivated,"2/1/2013",196,95,,196,,,,,
13135050319,1038660,Active,UNNAMED PROJECT,"53 Reeves St",Norcross,GA,"30071-4233",1,,95,,,,73,,1020,Public Entity,"12/31/1962",44,,,,,,,,
13135050410,1018507,Active,LAWRENCEVILLE HANDICAPPED HOUSING                 ,"420 Hillcrest Rd NW",Lilburn,GA,"30047-3797",1,Disabled,100,20,20,0,80,800004835,1200,Non-Profit,"7/1/2019",40,40,,,,,,,
13135050421,1127428,Active,,"1644 Cove Creek Cir",Norcross,GA,"30093-8222",1,,,,,,,,1140,,"12/28/2015",1,,,,,,,1,
13135050423,1129994,Inconclusive,NORTH GLEN APARTMENTS,"4025 Arc Way",Norcross,GA,"30093",0,,,0,0,0,,,1140,,,284,,,,,0,,,
13135050423,1039478,Active,THP-03,"4045 Buckley Woods Dr",Norcross,GA,"30093",1,,,,,,,,1140,,"12/23/2014",1,,,,,,,1,
13135050423,1039476,Active,THP-05,"4043 Settlers Hill Way",Norcross,GA,"30093",1,,,,,,,,1140,,"12/23/2014",1,,,,,,,1,
13135050436,1037897,Active,GWINNETT CHRISTIAN TERRACE,"414 Berkmar Way NW",Lilburn,GA,"30047-2835",2,Elderly,97,125,0,0,77,800004713,1200,Non-Profit,"2/10/1982",125,125,,125,,,,,
13135050511,1038327,Active,THE VIEW AT SUGARLOAF PARKWAY,"5355 Sugarloaf Pkwy",Lawrenceville,GA,"30043-5754",3,Family,,0,52,78,,800239648,1260,Multiple,"1/1/1994",130,7,,130,,130,,,
13135050511,1038562,Active,HERRINGTON MILL APARTMENTS,"1564 Herrington Rd",Lawrenceville,GA,"30043-5615",1,,,48,220,24,,,1260,For Profit,"1/1/2003",292,,,,,292,,,
13135050511,1103988,Active,HEARTSIDE SUGARLOAF SENIOR AP,"1625 Atkinson Rd",Lawrenceville,GA,"30043",2,Elderly,,25,85,0,,800238847,1260,,"1/1/2015",110,,,110,,76,,,
13135050520,1038889,Active,KNOLLWOOD PARK APARTMENTS,"255 Honeysuckle Cir",Lawrenceville,GA,"30046-3211",1,,,,78,64,,,1030,For Profit,"1/1/1998",140,,,,,140,,,
13135050521,1015090,Active,LONGLEAF APARTMENTS,"775 Longleaf Dr",Lawrenceville,GA,"30046-8420",1,,,,,,,,1030,,"5/1/2003",76,,,76,,,,,
13135050522,1037854,Active,APPLEWOOD II,"150 Applewood Dr",Lawrenceville,GA,"30046-8896",1,Elderly,100,75,0,0,77,800004642,1030,Non-Profit,"2/1/2019",75,75,,,,,,,
13135050522,1000386,Active,GLENN EDGE,"502 Glenn Edge Dr",Lawrenceville,GA,"30046-8872",1,,94,75,77,60,78,800243871,1030,Non-Profit,"8/1/2016",212,212,,,,,,,
13135050522,1037963,Active,ASHTON CREEK APARTMENTS,"239 New Hope Rd",Lawrenceville,GA,"30046-2513",1,,,,,,,,1030,For Profit,"1/1/2003",140,,,,,139,,,
13135050523,1037960,Active,GREENS AT HILLCREST II,"850 Hillcrest Green Dr",Lawrenceville,GA,"30046-4486",2,,,,88,88,,,1260,For Profit,"1/1/2001",146,,,,,140,144,,
13135050523,1127415,Active,,"934 Tree Creek Blvd",Lawrenceville,GA,"30043-7407",1,,,,,,,,1260,,"2/26/2018",1,,,,,,,1,
13135050534,1039404,Active,THP-02,"350 Paden Cove Trl",Lawrenceville,GA,"30044",1,,,,,,,,1230,,"12/23/2014",1,,,,,,,1,
13135050536,1127413,Active,,"341 Parc River Blvd",Lawrenceville,GA,"30046-4015",1,,,,,,,,1030,,"2/26/2018",1,,,,,,,1,
13135050536,1039402,Active,THP-08,"1719 Coleville Oak Ln",Lawrenceville,GA,"30046",1,,,,,,,,1030,,"12/23/2014",1,,,,,,,1,
13135050537,1106811,Active,MAGNOLIA POINTE,"1475 Boggs Rd",Duluth,GA,"30096-4668",1,,,,,,,,1280,,"1/1/2000",96,,,,,,,,
13135050539,1106906,Active,HERRINGTON WOODS,"2800 Herrington Woods Ct",Lawrenceville,GA,"30044-7530",1,,,,,,,,1230,,"1/1/1998",324,,,,,,,,
13135050542,1038774,Active,SWEETWATER TERRACES,"3555 Sweetwater Rd",Duluth,GA,"30096-4720",1,,,,,,,,1280,For Profit,"1/1/2008",165,,,,,165,,,
13135050544,1127412,Active,,"107 Davis Mill Ct",Lawrenceville,GA,"30044-4636",1,,,,,,,,1230,,"7/29/2015",1,,,,,,,1,
13135050545,1038533,Active,MAGNOLIA VILLAGE,"287 E Crogan St",Lawrenceville,GA,"30046-6892",2,,,8,44,8,,,1550,For Profit,"1/1/2002",192,,,,,0,140,,
13135050545,1127414,Active,,"518 Double Creek Dr",Lawrenceville,GA,"30045-2230",1,,,,,,,,1550,,"3/18/2015",1,,,,,,,1,
13135050545,1039401,Active,THP-01,"1503 Little Creek Dr",Lawrenceville,GA,"30045",1,,,,,,,,1550,,"9/18/2014",1,,,,,,,1,
13135050545,1039403,Active,THP-04,"314 Lobdale Falls Dr",Lawrenceville,GA,"30045",1,,,,,,,,1550,,"12/23/2014",1,,,,,,,1,
13135050545,1039405,Active,THP-07,"525 Little Creek Rd",Lawrenceville,GA,"30045",1,,,,,,,,1550,,"12/23/2014",1,,,,,,,1,
13135050546,1038888,Active,ALEXANDER MILL,"159 Paper Mill Rd",Lawrenceville,GA,"30046",1,,,,167,56,,,1550,For Profit,"1/1/2002",224,,,,,223,,,
13135050606,1038650,Active,THE RESERVE AT IVY CREEK,"1869 Appaloosa Ln",Buford,GA,"30519-6430",2,Family,,,,,,800238784,1260,For Profit,"1/1/2004",280,,,280,,280,,,
13135050719,1018244,Active,GWINNETT COUNTY RESIDENTIAL SERVICES INC,"3094 Ashly Forest Dr",Snellville,GA,"30078-4524",1,Disabled,,4,0,0,,800064857,1250,Non-Profit,"3/5/2019",5,4,,,,,,,
13135050719,1018242,Active,SUSSEX COURT RESIDENTIAL SERVICES INC,"2275 Sussex Ct",Snellville,GA,"30078-3120",1,Disabled,,4,0,0,,800064854,1250,Non-Profit,"3/5/2019",5,4,,,,,,,
13135050723,1018241,Active,RAINBOW HEIGHTS,"2165 Ross Rd",Snellville,GA,"30039-8511",1,Elderly,100,52,0,0,96,800217998,1410,Non-Profit,"12/1/2018",53,52,,,,,,,
13135050727,1037950,Active,APPLEWOOD III,"180 Applewood Dr",Lawrenceville,GA,"30046-6479",3,Elderly,99,100,0,0,67,800004688,1410,Non-Profit,"7/11/1984",100,100,100,,,,,,
13139000101,1118625,Active,RIDGECREST APARTMENTS,"6727 Miller Dr",Lula,GA,"30554",1,Family,,4,8,,,,892,Limited Profit,"5/25/1989",12,,,,,,,,
13139000400,1015068,Active,LINWOOD APARTMENTS,"392 Linwood Dr",Gainesville,GA,"30501-1144",1,Family,93,19,65,0,77,800004836,1000,Profit Motivated,"9/1/1974",100,84,,,,,,,
13139000400,1038473,Active,NORTH POINTE APARTMENTS,"100 N Pointe Dr",Gainesville,GA,"30501-7810",2,,,,,,,800242046,1000,For Profit,"1/1/2000",106,,,106,,106,,,
13139000400,1104334,Inconclusive,LEGACY AT NORTH POINTE,"600 N POINTE DR",GAINESVILLE,GA,"30501",0,,,,,,,,1000,,,95,,,,,,,,
13139000500,1018496,Active,RIDGECREST APARTMENTS,"1640 Roper Hill Rd",Gainesville,GA,"30501-7100",1,Family,96,0,106,24,69,800004938,1000,Profit Motivated,"4/1/1983",130,130,,,,,,,
13139000600,1038056,Active,LIGHTHOUSE MANOR INC,"2415 Lighthouse Manor Dr",Gainesville,GA,"30501-7407",1,Elderly,100,74,0,0,66,800004848,892,Non-Profit,"7/20/2018",74,74,,,,,,,
13139000600,1038859,Active,WINDCLIFF APARTMENTS,"150 Gabriel Cir",Gainesville,GA,"30501-1421",2,,,,,,,,892,For Profit,"1/1/2001",56,,,,,56,,56,
13139000701,1038471,Active,LENOX PARK,"1000 Lenox Park Pl",Gainesville,GA,"30507-1718",1,,,56,84,152,,,892,For Profit,"1/1/2000",292,,,,,292,,,
13139000701,1038311,Active,HARRISON SQUARE,"815 Harrison Sq",Gainesville,GA,"30507-5030",1,,98,0,,,63,,892,Public Entity,"8/31/1952",125,,,,,,,,
13139000800,1037948,Active,CHURCH STREET MANOR,"710 Jesse Jewell Pkwy SE",Gainesville,GA,"30501-3847",1,Elderly,94,54,0,0,83,800004689,892,Profit Motivated,"1/1/1979",54,54,,,,,,,
13139000800,1106357,Active,MYRTLE TERRACES,"1326 Myrtle St SE",Gainesville,GA,"30501-4912",1,Elderly,,36,48,0,,,892,,"1/1/2015",84,,,,,76,,,
13139001002,1038861,Active,ORCHARD BROOK,"2020 McEver Rd",Gainesville,GA,"30504",1,,,,81,34,,,892,For Profit,"1/1/2001",115,,,,,90,,,
13139001002,1037990,Active,MCEVER VINEYARDS,"1235 McEver Rd",Gainesville,GA,"30504",2,Family,,32,109,78,,,892,For Profit,"1/1/2004",221,,,,,0,220,,
13139001003,1038863,Active,PACE/OCONEE SPRINGS,"2341 SPRING HAVEN DR",GAINESVILLE,GA,"30504-4082",2,,,,,,,,892,Non-Profit,"1/1/1999",86,,,,,86,,37,
13139001003,1038608,Active,PACES LANDING APARTMENTS,"2352 Spring Haven Dr",Gainesville,GA,"30504-4081",1,Family,,16,112,64,,800239888,892,For Profit,"1/1/2002",140,,,,,112,,,
13139001003,1038804,Active,THE RETREAT AT MCEVER,"1050 Eagle Eye Rd",Gainesville,GA,"30504-4162",2,Family,,,,,,800238570,892,For Profit,"1/1/2002",224,,,224,,224,,,
13139001004,1002308,Active,LAKE FOREST APARTMENTS,"1360 Otila Dr",Gainesville,GA,"30504-2613",2,Elderly,92,45,36,36,74,800004824,892,Profit Motivated,"12/1/1979",120,117,,120,,,,,
13139001101,1038309,Active,MELROSE HOMES,"854 Davis St",Gainesville,GA,"30501-6769",1,,97,,,,67,,892,Public Entity,"4/30/1952",238,,,,,,,,
13139001201,1130511,Inconclusive,WALTON SUMMIT,"1100 GREEN HUNTER LN",GAINESVILLE,GA,"30501",0,,,5,35,25,,,892,,,84,,,,,,,,
13139001606,1038288,Active,CARRIAGE CROSSING,"4820 Victoria Ct",Flowery Branch,GA,"30542-3330",1,,,,,,,,892,,"1/1/1995",24,,,,,24,,,
13139001606,1116657,Active,CHARTER OAK ESTATES W T LAMB,"5115 Spring St",Flowery Branch,GA,"30542-3343",1,Family,,12,12,,,,892,Limited Profit,"3/30/1984",12,,,,,,,,5
13151070111,1127439,Active,RED OAK VILLAGE,"770 Rock Quarry Rd",Stockbridge,GA,"30281-4338",2,,,0,0,0,,,1190,,"1/1/2017",60,,,,,0,,60,
13151070114,1038959,Active,ASHLEY WOODS APARTMENTS,"1050 Rock Quarry Rd",Stockbridge,GA,"30281-7640",2,,,,,,,,1190,For Profit,"1/1/2008",128,,,,,10,,10,
13151070304,1038923,Active,WOODLAWN PARK APARTMENTS,"100 Woodlawn Park Dr",McDonough,GA,"30253-3389",1,,,,,,,,1400,For Profit,"1/1/2004",240,,,,,240,,,
